material_id,exp,mp,diff
mp-865140,-0.2622,-0.256464,-0.005736
mp-2525,-0.2529,-0.247108,-0.005792
mp-1332,-0.3959,-0.389829,-0.006071
mp-348,-0.9597,-0.953617,-0.006083
mp-890,-0.7006,-0.694475,-0.006125
mp-2592,-0.4964,-0.490212,-0.006188
mp-1924,-0.8385,-0.831625,-0.006875
mp-364,-1.1017,-1.094713,-0.006987
mp-2205,-0.9846,-0.977501,-0.007099
mp-851,-0.9442,-0.936962,-0.007238
mp-1025397,-0.293609,-0.285539,-0.00807
mp-1178531,-2.83981,-2.831278,-0.008532
mp-1326,-0.1575,-0.148842,-0.008658
mp-1181264,-0.103643,-0.09498,-0.008663
mp-249,-0.4135,-0.404584,-0.008916
mp-672706,-0.264521,-0.255534,-0.008987
mp-959,-0.456,-0.446807,-0.009193
mp-999145,-0.3773,-0.367648,-0.009652
mp-539,-1.070227,-1.060454,-0.009773
mp-865507,-0.5794,-0.569483,-0.009917
mp-19923,-0.5327,-0.52227,-0.01043
mp-12657,-0.454,-0.443467,-0.010533
mp-2466,-0.8903,-0.879754,-0.010546
mp-12899,-0.8385,-0.827236,-0.011264
mp-998949,-0.94,-0.928532,-0.011468
mp-813,-0.4975,-0.485387,-0.012113
mp-2478,-0.5566,-0.544308,-0.012292
mp-1393,-0.0819,-0.069193,-0.012707
mp-30418,-0.0601,-0.047153,-0.012947
mp-10961,-0.6229,-0.609752,-0.013148
mp-16501,-0.8457,-0.831561,-0.014139
mp-30779,-0.1244,-0.110229,-0.014171
mp-7944,-0.342576,-0.328029,-0.014547
mp-999141,-0.8965,-0.881406,-0.015094
mp-1649,-0.0964,-0.081043,-0.015357
mp-637576,-0.266673,-0.251242,-0.015431
mp-2825,-0.9349,-0.919467,-0.015433
mp-864966,-0.4768,-0.461297,-0.015503
mp-11051,-0.238503,-0.222899,-0.015604
mp-21393,-0.17,-0.154247,-0.015753
mp-755110,-1.758965,-1.742812,-0.016153
mp-2567,-0.4809,-0.464724,-0.016176
mp-1885,-0.9618,-0.945352,-0.016448
mp-924128,-0.6488,-0.632302,-0.016498
mp-16506,-0.198,-0.181453,-0.016547
mp-9969,-0.853,-0.836449,-0.016551
mp-30562,-0.2767,-0.260042,-0.016658
mp-1001612,-0.8115,-0.794716,-0.016784
mp-395,-0.5016,-0.484541,-0.017059
mp-2781,-0.9255,-0.908415,-0.017085
mp-1018113,-0.8768,-0.859669,-0.017131
mp-924130,-0.5452,-0.528019,-0.017181
mp-1552,-0.1202,-0.10296,-0.01724
mp-30179,-0.2398,-0.222498,-0.017302
mp-1311179,-2.73291,-2.714571,-0.018339
mp-684583,-0.988406,-0.969838,-0.018568
mp-23317,-0.481343,-0.462732,-0.018611
mp-568901,-0.141,-0.122315,-0.018685
mp-1462,-0.1472,-0.128151,-0.019049
mp-1424,-0.4819,-0.462467,-0.019433
mp-866140,-0.6799,-0.660356,-0.019544
mp-1883,-0.31439,-0.2948,-0.01959
mp-1182137,-2.191331,-2.171011,-0.02032
mp-1869,-0.6675,-0.646778,-0.020722
mp-2377,-0.172,-0.151131,-0.020869
mp-999291,-0.8167,-0.795457,-0.021243
mp-356,-0.0684,-0.047095,-0.021305
mp-1244960,-3.913548,-3.892047,-0.021501
mp-32755,-1.626154,-1.604218,-0.021936
mp-628,-0.2736,-0.251131,-0.022469
mp-1860,-0.7659,-0.743278,-0.022622
mp-1314,-0.2653,-0.242448,-0.022852
mp-568671,-0.6115,-0.588598,-0.022902
mp-2322,-0.5545,-0.531441,-0.023059
mp-19856,-0.6094,-0.586268,-0.023132
mp-1007691,-1.1784,-1.155129,-0.023271
mp-11563,-0.741,-0.717707,-0.023293
mp-31219,-0.199033,-0.17536,-0.023673
mp-1190622,-2.497772,-2.473864,-0.023908
mp-1039108,-0.134429,-0.110384,-0.024045
mp-1725,-0.325231,-0.301149,-0.024082
mp-592,-0.798,-0.7733,-0.0247
mp-1022,-1.300923,-1.276161,-0.024762
mp-2493,-1.715287,-1.690481,-0.024806
mp-568247,-0.7535,-0.728342,-0.025158
mp-1500,-2.435603,-2.410255,-0.025348
mp-568718,-0.4208,-0.395344,-0.025456
mp-2694,-0.5234,-0.497849,-0.025551
mp-2105,-0.8291,-0.803401,-0.025699
mp-208,-0.3368,-0.310154,-0.026646
mp-636368,-0.257,-0.230071,-0.026929
mp-1487,-0.6871,-0.658648,-0.028452
mp-2680,-0.5928,-0.564019,-0.028781
mp-1009135,-0.585415,-0.55632,-0.029095
mp-1147670,-1.861768,-1.832226,-0.029542
mp-21467,-0.398,-0.368331,-0.029669
mp-1784,-2.886967,-2.857047,-0.02992
mp-11453,-0.9183,-0.888318,-0.029982
mp-20061,-0.3845,-0.354485,-0.030015
mp-13495,-0.6851,-0.653764,-0.031336
mp-998972,-0.4581,-0.426308,-0.031792
mp-7506,-0.3482,-0.315027,-0.033173
mp-11220,-0.3835,-0.349998,-0.033502
mp-1453,-1.864657,-1.830309,-0.034348
mp-11552,-0.826,-0.791312,-0.034688
mp-20536,-0.151774,-0.117068,-0.034706
mp-31167,-0.7328,-0.697697,-0.035103
mp-1067,-0.2145,-0.179352,-0.035148
mp-22478,-0.1613,-0.125793,-0.035507
mp-924129,-0.7214,-0.683985,-0.037415
mp-1334,-0.3296,-0.291942,-0.037658
mp-1245063,-3.473461,-3.435728,-0.037733
mp-823,-0.428,-0.390001,-0.037999
mp-32629,-2.463089,-2.424741,-0.038348
mp-20559,-0.3047,-0.26604,-0.03866
mp-3539,-0.3721,-0.333006,-0.039094
mp-22239,-0.5897,-0.550397,-0.039303
mp-2582,-0.5908,-0.551031,-0.039769
mp-22925,-0.320463,-0.280621,-0.039842
mp-2337,-0.4084,-0.367457,-0.040943
mp-864936,-0.3078,-0.266569,-0.041231
mp-568151,-0.7333,-0.691948,-0.041352
mp-10909,-0.3068,-0.26518,-0.04162
mp-19344,-2.034491,-1.992818,-0.041673
mp-565,-0.4363,-0.394521,-0.041779
mp-1536,-0.472669,-0.43085,-0.041819
mp-17706,-0.8405,-0.798586,-0.041914
mp-30551,-0.2674,-0.225359,-0.042041
mp-1464,-0.7473,-0.704988,-0.042312
mp-17695,-0.7276,-0.684969,-0.042631
mp-1914,-0.7058,-0.662915,-0.042885
mp-31385,-0.7493,-0.70634,-0.04296
mp-865888,-0.6281,-0.584134,-0.043966
mp-1185942,-1.803383,-1.75931,-0.044073
mp-1382,-2.446975,-2.402846,-0.044129
mp-865527,-0.4809,-0.436636,-0.044264
mp-20145,-0.5617,-0.517031,-0.044669
mp-22320,-0.3669,-0.322124,-0.044776
mp-865191,-0.2042,-0.158873,-0.045327
mp-634859,-2.254933,-2.209415,-0.045518
mp-23266,-0.310928,-0.265344,-0.045584
mp-17124,-0.7296,-0.684008,-0.045592
mp-30735,-0.7618,-0.716023,-0.045777
mp-893,-0.9794,-0.933389,-0.046011
mp-510560,-4.37608,-4.329958,-0.046122
mp-2488,-0.4146,-0.368052,-0.046548
mp-30021,-0.477005,-0.429727,-0.047278
mp-21845,-0.1658,-0.118399,-0.047401
mp-934,-0.27753,-0.230085,-0.047445
mp-2542,-3.157993,-3.110502,-0.047491
mp-12762,-0.5317,-0.484106,-0.047594
mp-669918,-0.4643,-0.416368,-0.047932
mp-1018148,-0.8644,-0.816464,-0.047936
mp-7759,-0.504108,-0.456131,-0.047977
mp-2027,-0.4436,-0.395546,-0.048054
mp-5436,-0.398,-0.34977,-0.04823
mp-1426,-0.0321,0.016213,-0.048313
mp-2251,-0.511697,-0.462543,-0.049154
mp-1304,-0.9525,-0.903219,-0.049281
mp-1559,-0.956612,-0.906718,-0.049894
mp-2088,-0.5068,-0.45683,-0.04997
mp-13703,-2.652102,-2.601981,-0.050121
mp-568742,-0.364131,-0.31394,-0.050191
mp-1007755,-0.5911,-0.539701,-0.051399
mp-22859,-0.308557,-0.257088,-0.051469
mp-9967,-0.8157,-0.764018,-0.051682
mp-3740,-0.485,-0.433292,-0.051708
mp-214,-0.712,-0.660124,-0.051876
mp-1700,-1.647836,-1.595901,-0.051935
mp-1018123,-0.476,-0.423689,-0.052311
mp-19907,-0.571693,-0.518619,-0.053074
mp-20903,-0.5317,-0.478574,-0.053126
mp-1564,-0.171722,-0.118324,-0.053398
mp-30623,-0.7784,-0.724595,-0.053805
mp-1018152,-0.9442,-0.890316,-0.053884
mp-1200,-0.1524,-0.098419,-0.053981
mp-571271,-1.1649,-1.110642,-0.054258
mp-2610,-0.8468,-0.79228,-0.05452
mp-1245039,-3.117572,-3.06243,-0.055142
mp-684597,-0.15806,-0.1027,-0.05536
mp-2442,-0.9349,-0.879363,-0.055537
mp-1781,-0.1948,-0.139259,-0.055541
mp-2808,-0.7866,-0.730918,-0.055682
mp-1150,-0.7224,-0.666645,-0.055755
mp-2268,-0.3783,-0.322506,-0.055794
mp-867870,-0.4975,-0.440821,-0.056679
mp-2167,-0.3866,-0.329843,-0.056757
mp-542598,-0.2529,-0.195997,-0.056903
mp-11546,-0.5348,-0.477629,-0.057171
mp-20840,-0.1617,-0.104418,-0.057282
mp-582011,-2.745754,-2.688375,-0.057379
mp-1018103,-0.6322,-0.574506,-0.057694
mp-378,-0.8799,-0.822151,-0.057749
mp-1079544,-0.174541,-0.116398,-0.058143
mp-1008471,-0.521872,-0.463714,-0.058158
mp-21197,-0.5338,-0.475558,-0.058242
mp-1213719,-1.078031,-1.019237,-0.058794
mp-1156,-0.21552,-0.156578,-0.058942
mp-567735,-0.6457,-0.586567,-0.059133
mp-1018049,-1.571949,-1.512781,-0.059168
mp-7576,-0.3545,-0.295223,-0.059277
mp-505569,-0.667808,-0.607632,-0.060176
mp-2358,-0.57,-0.509592,-0.060408
mp-1234,-0.5452,-0.483862,-0.061338
mp-1247858,-0.12431,-0.061868,-0.062442
mp-929,-0.371,-0.308494,-0.062506
mp-969,-0.4094,-0.346377,-0.063023
mp-1825,-0.03975,0.02329,-0.06304
mp-829,-0.9457,-0.882233,-0.063467
mp-560,-0.9494,-0.885573,-0.063827
mp-12684,-0.4768,-0.412853,-0.063947
mp-1197742,-0.283725,-0.219733,-0.063992
mp-20826,-0.130092,-0.065982,-0.06411
mp-961713,-1.0872,-1.022543,-0.064657
mp-972183,-0.7898,-0.725079,-0.064721
mp-30954,-0.564853,-0.499846,-0.065007
mp-2444,-0.7587,-0.693593,-0.065107
mp-1005,-0.649917,-0.58466,-0.065257
mp-9968,-0.8094,-0.74328,-0.06612
mp-2119,-0.255,-0.188823,-0.066177
mp-672287,-0.3151,-0.248443,-0.066657
mp-1429,-0.1264,-0.059646,-0.066754
mp-573471,-0.4156,-0.348368,-0.067232
mp-556,-0.5234,-0.456039,-0.067361
mp-1182102,-0.656404,-0.589034,-0.06737
mp-1510,-0.0311,0.036682,-0.067782
mp-20258,-0.5027,-0.433586,-0.069114
mp-19880,-0.250066,-0.180906,-0.06916
mp-20772,-2.700929,-2.631485,-0.069444
mp-32688,-1.951385,-1.881254,-0.070131
mp-2824,-0.9048,-0.834385,-0.070415
mp-1057286,-0.280043,-0.209583,-0.07046
mp-946,-0.7328,-0.662322,-0.070478
mp-529,-0.1658,-0.094641,-0.071159
mp-1507,-0.234869,-0.163371,-0.071498
mp-29055,-0.370764,-0.29901,-0.071754
mp-374,-0.4125,-0.340449,-0.072051
mp-17593,-0.4353,-0.362316,-0.072984
mp-1231,-0.1223,-0.048843,-0.073457
mp-976273,-0.7732,-0.699553,-0.073647
mp-22619,-0.446652,-0.371712,-0.07494
mp-2665,-0.1752,-0.100216,-0.074984
mp-11420,-0.74,-0.664336,-0.075664
mp-7956,-0.511697,-0.435968,-0.075729
mp-19977,-0.5389,-0.462689,-0.076211
mp-718,-0.5991,-0.52282,-0.07628
mp-1145,-1.1349,-1.057406,-0.077494
mp-510503,-0.768,-0.690452,-0.077548
mp-2296,-0.518527,-0.440894,-0.077633
mp-541047,-0.8841,-0.806101,-0.077999
mp-442,-0.171,-0.092525,-0.078475
mp-1002106,-0.6986,-0.620115,-0.078485
mp-20530,-3.192465,-3.11361,-0.078855
mp-1294618,-2.836701,-2.75767,-0.079031
mp-1213805,-0.518213,-0.438786,-0.079427
mp-13236,-0.7732,-0.692732,-0.080468
mp-20236,-0.4985,-0.417969,-0.080531
mp-1569,-0.313668,-0.231917,-0.081751
mp-636359,-0.0383,0.044018,-0.082318
mp-21446,-0.455323,-0.372619,-0.082704
mp-2280,-0.166229,-0.083244,-0.082985
mp-754954,-0.150329,-0.067207,-0.083122
mp-1018153,-0.6424,-0.55927,-0.08313
mp-20112,-0.273194,-0.189759,-0.083435
mp-21115,-0.7369,-0.653106,-0.083794
mp-2558,-0.1917,-0.107856,-0.083844
mp-1229105,-0.059626,0.024278,-0.083904
mp-19850,-0.3275,-0.243032,-0.084468
mp-1104,-0.211,-0.126075,-0.084925
mp-28478,-0.474165,-0.389235,-0.08493
mp-1018055,-1.0022,-0.91683,-0.08537
mp-1226724,-0.132258,-0.045755,-0.086503
mp-569833,-0.5535,-0.466174,-0.087326
mp-2283,-0.371,-0.281877,-0.089123
mp-617291,-0.1884,-0.099052,-0.089348
mp-8371,-0.2767,-0.186382,-0.090318
mp-1039574,-0.083474,0.00697,-0.090444
mp-21167,-0.568069,-0.477535,-0.090534
mp-12765,-0.257,-0.16631,-0.09069
mp-20369,-0.5089,-0.416884,-0.092016
mp-865681,-0.9836,-0.891077,-0.092523
mp-568998,-0.216821,-0.123373,-0.093448
mp-864734,-0.7918,-0.698341,-0.093459
mp-909,-0.212484,-0.118463,-0.094021
mp-17332,-0.6156,-0.521326,-0.094274
mp-1018056,-0.6146,-0.519429,-0.095171
mp-680602,-0.7307,-0.635472,-0.095228
mp-864971,-0.2114,-0.116162,-0.095238
mp-778,-0.553625,-0.4583,-0.095325
mp-10159,-0.498687,-0.403127,-0.09556
mp-2597,-0.372931,-0.276888,-0.096043
mp-864950,-0.6716,-0.574049,-0.097551
mp-19932,-0.507849,-0.41028,-0.097569
mp-1591,-0.1897,-0.091417,-0.098283
mp-17751,-0.9307,-0.831982,-0.098718
mp-2616,-3.710409,-3.611401,-0.099008
mp-530074,-0.128517,-0.029388,-0.099129
mp-2837,-0.1088,-0.008699,-0.100101
mp-2756,-0.1399,-0.039664,-0.100236
mp-1941,-0.4654,-0.36501,-0.10039
mp-2796,-0.4457,-0.345268,-0.100432
mp-9889,-1.084103,-0.983472,-0.100631
mp-1228806,-0.26092,-0.159486,-0.101434
mp-22691,-0.611435,-0.509936,-0.101499
mp-1018722,-0.307819,-0.205761,-0.102058
mp-570696,-0.7804,-0.678259,-0.102141
mp-569,-0.1316,-0.028841,-0.102759
mp-541840,-0.2964,-0.193108,-0.103292
mp-1579,-0.2985,-0.193684,-0.104816
mp-510437,-0.5908,-0.485373,-0.105427
mp-2301,-0.408707,-0.302754,-0.105953
mp-2839,-0.2633,-0.155423,-0.107877
mp-978951,-0.5078,-0.399603,-0.108197
mp-20034,-0.627044,-0.518002,-0.109042
mp-569059,-1.023393,-0.913413,-0.10998
mp-571538,-0.702497,-0.592006,-0.110491
mp-2568,-0.6405,-0.529997,-0.110503
mp-20160,-0.1182,-0.006602,-0.111598
mp-2538,-0.8333,-0.71908,-0.11422
mp-20174,-0.348771,-0.232788,-0.115983
mp-1266,-1.185286,-1.068702,-0.116584
mp-12605,-0.312222,-0.195279,-0.116943
mp-20453,-0.4415,-0.324,-0.1175
mp-1074681,-0.273194,-0.155243,-0.117951
mp-988940,-0.60276,-0.484607,-0.118153
mp-523,-0.699588,-0.581421,-0.118167
mp-2802,-0.9514,-0.833139,-0.118261
mp-4612,-0.6146,-0.496193,-0.118407
mp-12764,-0.2664,-0.147523,-0.118877
mp-2367,-0.2819,-0.161977,-0.119923
mp-558316,-2.730436,-2.609839,-0.120597
mp-865640,-0.8198,-0.69908,-0.12072
mp-20920,-0.5545,-0.432323,-0.122177
mp-1070,-0.750373,-0.627951,-0.122422
mp-1095275,-0.10882,0.01464,-0.12346
mp-17190,-0.968,-0.844419,-0.123581
mp-10872,-0.626,-0.501092,-0.124908
mp-2621,-0.4654,-0.33954,-0.12586
mp-12594,-0.8737,-0.747612,-0.126088
mp-21177,-0.4923,-0.365912,-0.126388
mp-22204,-0.649449,-0.522796,-0.126653
mp-7187,-0.7473,-0.620525,-0.126775
mp-4664,-0.57,-0.442924,-0.127076
mp-20027,-0.664122,-0.537009,-0.127113
mp-2286,-1.387651,-1.260458,-0.127193
mp-20724,-0.171722,-0.044209,-0.127513
mp-2039,-0.2705,-0.142927,-0.127573
mp-1573,-0.5182,-0.389633,-0.128567
mp-22731,-0.2239,-0.095051,-0.128849
mp-567596,-0.601128,-0.471109,-0.130019
mp-30930,-0.801153,-0.670929,-0.130224
mp-1039123,-0.379436,-0.249026,-0.13041
mp-21104,-0.5099,-0.37901,-0.13089
mp-669720,-0.39895,-0.267919,-0.131031
mp-16723,-0.4861,-0.354363,-0.131737
mp-1018086,-0.8115,-0.676669,-0.134831
mp-1068510,-0.397215,-0.262255,-0.13496
mp-20440,-0.3078,-0.172669,-0.135131
mp-1071078,-0.375822,-0.240418,-0.135404
mp-540625,-0.390277,-0.254001,-0.136276
mp-639874,-0.2062,-0.069885,-0.136315
mp-20864,-0.2508,-0.114015,-0.136786
mp-1849,-0.651519,-0.514075,-0.137444
mp-6912,-0.112746,0.026131,-0.138877
mp-8372,-0.521654,-0.382698,-0.138956
mp-30847,-0.9701,-0.830283,-0.139817
mp-570,-1.561108,-1.421001,-0.140107
mp-2501,-0.456719,-0.316509,-0.14021
mp-1212538,-0.225493,-0.085118,-0.140375
mp-1890,-0.642533,-0.502093,-0.14044
mp-568002,-1.021225,-0.879529,-0.141696
mp-8200,-0.149664,-0.006165,-0.143499
mp-3574,-0.2747,-0.127799,-0.146901
mp-2784,-1.084103,-0.935703,-0.1484
mp-10759,-0.357754,-0.209103,-0.148651
mp-11457,-0.9929,-0.844043,-0.148857
mp-569151,-0.6084,-0.45782,-0.15058
mp-20481,-0.5659,-0.415227,-0.150673
mp-570301,-0.520369,-0.36733,-0.153039
mp-30140,-0.731407,-0.576934,-0.154473
mp-2145,-0.6488,-0.493724,-0.155076
mp-631,-0.9628,-0.807341,-0.155459
mp-21342,-0.2249,-0.06769,-0.15721
mp-11484,-0.8882,-0.73046,-0.15774
mp-1069,-0.722649,-0.563818,-0.158831
mp-3498,-0.7182,-0.558123,-0.160077
mp-510209,-0.6353,-0.474632,-0.160668
mp-810,-0.433641,-0.270855,-0.162786
mp-7822,-0.9317,-0.768336,-0.163364
mp-1018040,-1.413671,-1.249896,-0.163775
mp-1922,-0.589202,-0.424629,-0.164573
mp-1259,-0.3368,-0.171691,-0.165109
mp-2450,-0.823918,-0.655845,-0.168073
mp-510493,-0.7607,-0.591993,-0.168707
mp-2086,-2.276616,-2.10559,-0.171026
mp-510522,-0.7379,-0.566034,-0.171866
mp-568324,-0.1627,0.011641,-0.174341
mp-22270,-0.758872,-0.583619,-0.175253
mp-977475,-0.882,-0.704396,-0.177604
mp-20457,-0.386002,-0.205801,-0.180201
mp-1009756,-0.73586,-0.55505,-0.18081
mp-12883,-0.18096,0,-0.18096
mp-16380,-1.647836,-1.464066,-0.18377
mp-2297,-0.3026,-0.118381,-0.184219
mp-607139,-0.9235,-0.73836,-0.18514
mp-1018275,-0.594121,-0.408617,-0.185504
mp-4367,-0.1461,0.041256,-0.187356
mp-11854,-0.9908,-0.801215,-0.189585
mp-2530,-1.22865,-1.037404,-0.191246
mp-558,-0.029,0.162394,-0.191394
mp-30139,-1.236803,-1.043252,-0.193551
mp-866003,-1.539612,-1.343246,-0.196366
mp-1008752,-1.561108,-1.362799,-0.198309
mp-772,-0.6726,-0.472596,-0.200004
mp-1225805,-0.228384,-0.028342,-0.200042
mp-28353,-0.910657,-0.710415,-0.200242
mp-1670,-0.5555,-0.353296,-0.202204
mp-1995,-0.3047,-0.100198,-0.204502
mp-30841,-0.741,-0.536417,-0.204583
mp-19009,-1.242158,-1.037391,-0.204767
mp-1043,-0.1731,0.031974,-0.205074
mp-21215,-0.7151,-0.509144,-0.205956
mp-1039,-1.084103,-0.877328,-0.206775
mp-23288,-1.324339,-1.117532,-0.206807
mp-865679,-0.8146,-0.607103,-0.207497
mp-30031,-1.853131,-1.643793,-0.209338
mp-29502,-0.660869,-0.451301,-0.209568
mp-30730,-0.7452,-0.531461,-0.213739
mp-673245,-0.368968,-0.153575,-0.215393
mp-11498,-0.247175,-0.029457,-0.217718
mp-18708,-0.424961,-0.205889,-0.219072
mp-2252,-1.0603,-0.841069,-0.219231
mp-1797,-0.2581,-0.038666,-0.219434
mp-34728,-2.882481,-2.662687,-0.219794
mp-977568,-0.9556,-0.734633,-0.220967
mp-556853,-1.110013,-0.882686,-0.227327
mp-1944,-0.726116,-0.49737,-0.228746
mp-20086,-0.0954,0.136341,-0.231741
mp-1572,-0.823918,-0.591179,-0.232739
mp-8426,-1.329833,-1.096585,-0.233248
mp-1861,-0.144547,0.093068,-0.237615
mp-21418,-0.5783,-0.338963,-0.239337
mp-865005,-1.60983,-1.370405,-0.239425
mp-22068,-0.1078,0.131814,-0.239614
mp-1563,-0.782482,-0.542498,-0.239984
mp-569170,-1.891479,-1.651394,-0.240085
mp-669547,-0.1316,0.108659,-0.240259
mp-567687,-0.545852,-0.304635,-0.241217
mp-997569,-0.852104,-0.609303,-0.242801
mp-569760,-0.7887,-0.544627,-0.244073
mp-16842,-0.7172,-0.469141,-0.248059
mp-1070116,-0.569805,-0.320915,-0.24889
mp-672302,-0.841264,-0.584417,-0.256847
mp-1017564,-3.436585,-3.179568,-0.257017
mp-2646,-0.622188,-0.364487,-0.257701
mp-614603,-1.803901,-1.545933,-0.257968
mp-864657,-1.618899,-1.360875,-0.258024
mp-999557,-0.1803,0.078869,-0.259169
mp-2517,-0.722041,-0.462848,-0.259193
mp-573763,-1.250967,-0.991598,-0.259369
mp-22673,-0.1948,0.069696,-0.264496
mp-19908,-4.104406,-3.825,-0.279406
mp-1902,-0.4685,-0.188808,-0.279692
mp-542812,-0.650462,-0.364095,-0.286367
mp-1214623,-0.7528,-0.466022,-0.286778
mp-8085,-0.962683,-0.668659,-0.294024
mp-649,-0.2145,0.080978,-0.295478
mp-568536,-2.093583,-1.79802,-0.295563
mp-927,-0.418029,-0.112184,-0.305845
mp-10634,-1.347355,-1.032261,-0.315094
mp-1013547,-1.049411,-0.730036,-0.319375
mp-21117,-0.3823,-0.060492,-0.321808
mp-672289,-0.588513,-0.263282,-0.325231
mp-569610,-0.325784,0.002612,-0.328396
mp-772624,-1.756246,-1.427401,-0.328845
mp-1000,-2.122602,-1.792337,-0.330265
mp-1247838,-1.175167,-0.840038,-0.335129
mp-1025426,-1.734201,-1.398672,-0.335529
mp-1735,-0.255848,0.080444,-0.336292
mp-7540,-0.392446,-0.020026,-0.37242
mp-27456,-2.597977,-2.224729,-0.373248
mp-21380,-0.3596,0.024244,-0.383844
mp-681992,-0.5244,-0.14046,-0.38394
mp-20411,-0.500307,-0.090358,-0.409949
mp-21893,-0.433641,-0.01572,-0.417921
mp-22735,-1.084103,-0.65712,-0.426983
mp-7229,-0.380517,0.065422,-0.445939
mp-22027,-0.5016,-0.044877,-0.456723
mp-21246,-1.011829,-0.541298,-0.470531
mp-944,-0.521654,-0.042987,-0.478667
mp-1080073,-0.561567,-0.080066,-0.481501
mp-972,-0.888964,-0.353094,-0.53587
mp-570938,-0.29094,0.248908,-0.539848
mp-1009213,-0.195138,0.371406,-0.566544
mp-11480,-0.3047,0.29446,-0.59916
mp-571122,-0.397297,0.23613,-0.633427
mp-1981,-1.300923,-0.613566,-0.687357
mp-20889,-1.024,-0.277836,-0.746164
mp-1013736,-1.387651,-0.516811,-0.87084
mp-1013546,-1.509071,-0.599239,-0.909832
mp-675069,-5.659886,-2.908695,-2.751191
